DIA;Usos bicis abono anual ;Usos bicis abono ocasional ;Usos bicis total;;Usos abono anual acumulado;Usos abono ocasional acumulado;Usos total acumulado desde inicio;;Acumulado mes total;;;;;;;;;
4/6/17;9001;110;9111;;7.093.848;151.785;7.245.633;;;;;;;;;;;
4/7/17;8972;154;9126;;7.102.820;151.939;7.254.759;;;;;;;;;;;
4/8/17;6919;364;7283;;7.109.739;152.303;7.262.042;;;;;;;;;;;
4/9/17;6272;452;6724;;7.116.011;152.755;7.268.766;;;;;;;;;;;
4/10/17;7576;277;7853;;7.123.587;153.032;7.276.619;;;;;;;;;;;
4/11/17;7694;289;7983;;7.131.281;153.321;7.284.602;;;;;;;;;;;
4/12/17;6985;298;7283;;7.138.266;153.619;7.291.885;;;;;;;;;;;
4/13/17;4233;368;4601;;7.142.499;153.987;7.296.486;;;;;;;;;;;
4/14/17;4056;427;4483;;7.146.555;154.414;7.300.969;;;;;;;;;;;
4/15/17;4300;602;4902;;7.150.855;155.016;7.305.871;;;;;;;;;;;
4/16/17;4757;564;5321;;7.155.612;155.580;7.311.192;;;;;;;;;;;
4/17/17;8567;382;8949;;7.164.179;155.962;7.320.141;;;;;;;;;;;
4/18/17;9908;213;10.121;;7.174.087;156.175;7.330.262;;;;;;;;;;;
4/19/17;9269;161;9430;;7.183.356;156.336;7.339.692;;;;;;;;;;;
4/20/17;8928;155;9083;;7.192.284;156.491;7.348.775;;;;;;;;;;;
4/21/17;9973;206;10.179;;7.202.257;156.697;7.358.954;;;;;;;;;;;
4/22/17;7539;415;7954;;7.209.796;157.112;7.366.908;;;;;;;;;;;
4/23/17;8660;583;9243;;7.218.456;157.695;7.376.151;;;;;;;;;;;
4/24/17;9476;274;9750;;7.227.932;157.969;7.385.901;;;;;;;;;;;
4/25/17;9410;123;9533;;7.237.342;158.092;7.395.434;;;;;;;;;;;
4/26/17;9664;91;9755;;7.247.006;158.183;7.405.189;;;;;;;;;;;
4/27/17;8761;61;8822;;7.255.767;158.244;7.414.011;;;;;;;;;;;
4/28/17;8217;124;8341;;7.263.984;158.368;7.422.352;;;;;;;;;;;
4/29/17;3229;115;3344;;7.267.213;158.483;7.425.696;;;;;;;;;;;
4/30/17;3278;144;3422;;7.270.491;158.627;7.429.118;;233.863;;;;;;;;;
5/1/17;4831;393;5224;;7.275.322;159.020;7.434.342;;;;;;;;;;;
5/2/17;6477;293;6770;;7.281.799;159.313;7.441.112;;;;;;;;;;;
5/3/17;9878;132;10.010;;7.291.677;159.445;7.451.122;;;;;;;;;;;
5/4/17;10.442;91;10.533;;7.302.119;159.536;7.461.655;;;;;;;;;;;
5/5/17;9076;103;9179;;7.311.195;159.639;7.470.834;;;;;;;;;;;
5/6/17;7831;389;8220;;7.319.026;160.028;7.479.054;;;;;;;;;;;
5/7/17;8158;423;8581;;7.327.184;160.451;7.487.635;;;;;;;;;;;
5/8/17;10.266;185;10.451;;7.337.450;160.636;7.498.086;;;;;;;;;;;
5/9/17;10.925;206;11.131;;7.348.375;160.842;7.509.217;;;;;;;;;;;
5/10/17;10.571;124;10.695;;7.358.946;160.966;7.519.912;;;;;;;;;;;
5/11/17;7074;54;7128;;7.366.020;161.020;7.527.040;;;;;;;;;;;
5/12/17;7119;61;7180;;7.373.139;161.081;7.534.220;;;;;;;;;;;
5/13/17;7036;323;7359;;7.380.175;161.404;7.541.579;;;;;;;;;;;
5/14/17;7447;509;7956;;7.387.622;161.913;7.549.535;;;;;;;;;;;
5/15/17;7761;448;8209;;7.395.383;162.361;7.557.744;;;;;;;;;;;
5/16/17;10.710;181;10.891;;7.406.093;162.542;7.568.635;;;;;;;;;;;
5/17/17;11.183;141;11.324;;7.417.276;162.683;7.579.959;;;;;;;;;;;
5/18/17;10.534;159;10.693;;7.427.810;162.842;7.590.652;;;;;;;;;;;
5/19/17;11.251;210;11.461;;7.439.061;163.052;7.602.113;;;;;;;;;;;
5/20/17;9100;434;9534;;7.448.161;163.486;7.611.647;;;;;;;;;;;
5/21/17;7967;402;8369;;7.456.128;163.888;7.620.016;;;;;;;;;;;
5/22/17;11.221;210;11.431;;7.467.349;164.098;7.631.447;;;;;;;;;;;
5/23/17;11.643;228;11.871;;7.478.992;164.326;7.643.318;;;;;;;;;;;
5/24/17;12.265;210;12.475;;7.491.257;164.536;7.655.793;;;;;;;;;;;
5/25/17;12.466;281;12.747;;7.503.723;164.817;7.668.540;;;;;;;;;;;
5/26/17;12.293;300;12.593;;7.516.016;165.117;7.681.133;;;;;;;;;;;
5/27/17;10.032;586;10.618;;7.526.048;165.703;7.691.751;;;;;;;;;;;
5/28/17;8820;678;9498;;7.534.868;166.381;7.701.249;;;;;;;;;;;
5/29/17;11.405;235;11.640;;7.546.273;166.616;7.712.889;;;;;;;;;;;
5/30/17;12.445;178;12.623;;7.558.718;166.794;7.725.512;;;;;;;;;;;
5/31/17;12.795;185;12.980;;7.571.513;166.979;7.738.492;;309.374;;;;;;;;;
6/1/17;13.450;132;13.582;;7.584.963;167.111;7.752.074;;;;;;;;;;;
6/2/17;12.453;198;12.651;;7.597.416;167.309;7.764.725;;;;;;;;;;;
6/3/17;9006;377;9383;;7.606.422;167.686;7.774.108;;;;;;;;;;;
6/4/17;9061;270;9331;;7.615.483;167.956;7.783.439;;;;;;;;;;;
6/5/17;11.299;182;11.481;;7.626.782;168.138;7.794.920;;;;;;;;;;;
6/6/17;12.320;176;12.496;;7.639.102;168.314;7.807.416;;;;;;;;;;;
6/7/17;12.873;190;13.063;;7.651.975;168.504;7.820.479;;;;;;;;;;;
6/8/17;13.128;211;13.339;;7.665.103;168.715;7.833.818;;;;;;;;;;;
6/9/17;12.915;232;13.147;;7.678.018;168.947;7.846.965;;;;;;;;;;;
6/10/17;9813;402;10.215;;7.687.831;169.349;7.857.180;;;;;;;;;;;
6/11/17;9001;407;9408;;7.696.832;169.756;7.866.588;;;;;;;;;;;
6/12/17;11.676;226;11.902;;7.708.508;169.982;7.878.490;;;;;;;;;;;
6/13/17;12.425;160;12.585;;7.720.933;170.142;7.891.075;;;;;;;;;;;
6/14/17;13.021;115;13.136;;7.733.954;170.257;7.904.211;;;;;;;;;;;
6/15/17;12.870;126;12.996;;7.746.824;170.383;7.917.207;;;;;;;;;;;
6/16/17;12.229;159;12.388;;7.759.053;170.542;7.929.595;;;;;;;;;;;
6/17/17;8785;285;9070;;7.767.838;170.827;7.938.665;;;;;;;;;;;
6/18/17;7718;205;7923;;7.775.556;171.032;7.946.588;;;;;;;;;;;
6/19/17;12.197;140;12.337;;7.787.753;171.172;7.958.925;;;;;;;;;;;
6/20/17;12.409;129;12.538;;7.800.162;171.301;7.971.463;;;;;;;;;;;
6/21/17;13.700;180;13.880;;7.813.862;171.481;7.985.343;;;;;;;;;;;
6/22/17;13.718;192;13.910;;7.827.580;171.673;7.999.253;;;;;;;;;;;
6/23/17;12.616;178;12.794;;7.840.196;171.851;8.012.047;;;;;;;;;;;
6/24/17;8943;351;9294;;7.849.139;172.202;8.021.341;;;;;;;;;;;
6/25/17;7153;317;7470;;7.856.292;172.519;8.028.811;;;;;;;;;;;
6/26/17;11.538;162;11.700;;7.867.830;172.681;8.040.511;;;;;;;;;;;
6/27/17;12.991;183;13.174;;7.880.821;172.864;8.053.685;;;;;;;;;;;
6/28/17;13.018;186;13.204;;7.893.839;173.050;8.066.889;;;;;;;;;;;
6/29/17;12.721;145;12.866;;7.906.560;173.195;8.079.755;;;;;;;;;;;
6/30/17;11.515;185;11.700;;7.918.075;173.380;8.091.455;;352.963;;;;;;;;;
7/1/17;8144;266;8410;;7.926.219;173.646;8.099.865;;;;;;;;;;;
7/2/17;7340;305;7645;;7.933.559;173.951;8.107.510;;;;;;;;;;;
7/3/17;11.905;256;12.161;;7.945.464;174.207;8.119.671;;;;;;;;;;;
7/4/17;12.701;214;12.915;;7.958.165;174.421;8.132.586;;;;;;;;;;;
7/5/17;13.090;265;13.355;;7.971.255;174.686;8.145.941;;;;;;;;;;;
7/6/17;6135;69;6204;;7.977.390;174.755;8.152.145;;;;;;;;;;;
7/7/17;7721;101;7822;;7.985.111;174.856;8.159.967;;;;;;;;;;;
7/8/17;7588;315;7903;;7.992.699;175.171;8.167.870;;;;;;;;;;;
7/9/17;7862;468;8330;;8.000.561;175.639;8.176.200;;;;;;;;;;;
7/10/17;11.684;289;11.973;;8.012.245;175.928;8.188.173;;;;;;;;;;;
7/11/17;12.355;169;12.524;;8.024.600;176.097;8.200.697;;;;;;;;;;;
7/12/17;12.603;162;12.765;;8.037.203;176.259;8.213.462;;;;;;;;;;;
7/13/17;12.358;188;12.546;;8.049.561;176.447;8.226.008;;;;;;;;;;;
7/14/17;11.208;186;11.394;;8.060.769;176.633;8.237.402;;;;;;;;;;;
7/15/17;7354;226;7580;;8.068.123;176.859;8.244.982;;;;;;;;;;;
7/16/17;7256;307;7563;;8.075.379;177.166;8.252.545;;;;;;;;;;;
7/17/17;11.127;193;11.320;;8.086.506;177.359;8.263.865;;;;;;;;;;;
7/18/17;11.844;167;12.011;;8.098.350;177.526;8.275.876;;;;;;;;;;;
7/19/17;12.203;179;12.382;;8.110.553;177.705;8.288.258;;;;;;;;;;;
7/20/17;12.439;177;12.616;;8.122.992;177.882;8.300.874;;;;;;;;;;;
7/21/17;11.433;193;11.626;;8.134.425;178.075;8.312.500;;;;;;;;;;;
7/22/17;7682;378;8060;;8.142.107;178.453;8.320.560;;;;;;;;;;;
7/23/17;6796;285;7081;;8.148.903;178.738;8.327.641;;;;;;;;;;;
7/24/17;10.956;136;11.092;;8.159.859;178.874;8.338.733;;;;;;;;;;;
7/25/17;11.613;204;11.817;;8.171.472;179.078;8.350.550;;;;;;;;;;;
7/26/17;12.065;137;12.202;;8.183.537;179.215;8.362.752;;;;;;;;;;;
7/27/17;12.414;204;12.618;;8.195.951;179.419;8.375.370;;;;;;;;;;;
7/28/17;11.344;219;11.563;;8.207.295;179.638;8.386.933;;;;;;;;;;;
7/29/17;7169;281;7450;;8.214.464;179.919;8.394.383;;;;;;;;;;;
7/30/17;6490;293;6783;;8.220.954;180.212;8.401.166;;;;;;;;;;;
7/31/17;9759;258;10.017;;8.230.713;180.470;8.411.183;;319.728;;;;;;;;;
8/1/17;9935;177;10.112;;8.240.648;180.647;8.421.295;;;;;;;;;;;
8/2/17;10.519;190;10.709;;8.251.167;180.837;8.432.004;;;;;;;;;;;
8/3/17;10.228;199;10.427;;8.261.395;181.036;8.442.431;;;;;;;;;;;
8/4/17;9207;210;9417;;8.270.602;181.246;8.451.848;;;;;;;;;;;
8/5/17;6235;223;6458;;8.276.837;181.469;8.458.306;;;;;;;;;;;
8/6/17;5801;297;6098;;8.282.638;181.766;8.464.404;;;;;;;;;;;
8/7/17;8553;193;8746;;8.291.191;181.959;8.473.150;;;;;;;;;;;
8/8/17;8844;262;9106;;8.300.035;182.221;8.482.256;;;;;;;;;;;
8/9/17;8764;216;8980;;8.308.799;182.437;8.491.236;;;;;;;;;;;
8/10/17;8440;197;8637;;8.317.239;182.634;8.499.873;;;;;;;;;;;
8/11/17;7573;272;7845;;8.324.812;182.906;8.507.718;;;;;;;;;;;
8/12/17;5341;333;5674;;8.330.153;183.239;8.513.392;;;;;;;;;;;
8/13/17;4973;462;5435;;8.335.126;183.701;8.518.827;;;;;;;;;;;
8/14/17;6536;316;6852;;8.341.662;184.017;8.525.679;;;;;;;;;;;
8/15/17;5781;316;6097;;8.347.443;184.333;8.531.776;;;;;;;;;;;
8/16/17;8001;292;8293;;8.355.444;184.625;8.540.069;;;;;;;;;;;
8/17/17;8472;277;8749;;8.363.916;184.902;8.548.818;;;;;;;;;;;
8/18/17;7692;222;7914;;8.371.608;185.124;8.556.732;;;;;;;;;;;
8/19/17;5766;328;6094;;8.377.374;185.452;8.562.826;;;;;;;;;;;
8/20/17;5657;337;5994;;8.383.031;185.789;8.568.820;;;;;;;;;;;
8/21/17;8469;241;8710;;8.391.500;186.030;8.577.530;;;;;;;;;;;
8/22/17;9130;187;9317;;8.400.630;186.217;8.586.847;;;;;;;;;;;
8/23/17;9430;212;9642;;8.410.060;186.429;8.596.489;;;;;;;;;;;
8/24/17;9699;219;9918;;8.419.759;186.648;8.606.407;;;;;;;;;;;
8/25/17;9107;237;9344;;8.428.866;186.885;8.615.751;;;;;;;;;;;
8/26/17;6860;373;7233;;8.435.726;187.258;8.622.984;;;;;;;;;;;
8/27/17;6348;349;6697;;8.442.074;187.607;8.629.681;;;;;;;;;;;
8/28/17;5877;88;5965;;8.447.951;187.695;8.635.646;;;;;;;;;;;
8/29/17;10.215;235;10.450;;8.458.166;187.930;8.646.096;;;;;;;;;;;
8/30/17;11.224;161;11.385;;8.469.390;188.091;8.657.481;;;;;;;;;;;
8/31/17;12.064;154;12.218;;8.481.454;188.245;8.669.699;;258.516;;;;;;;;;
9/1/17;12.042;179;12.221;;8.493.496;188.424;8.681.920;;;;;;;;;;;
9/2/17;8727;446;9173;;8.502.223;188.870;8.691.093;;;;;;;;;;;
9/3/17;8863;449;9312;;8.511.086;189.319;8.700.405;;;;;;;;;;;
9/4/17;12.386;261;12.647;;8.523.472;189.580;8.713.052;;;;;;;;;;;
9/5/17;13.437;212;13.649;;8.536.909;189.792;8.726.701;;;;;;;;;;;
9/6/17;14.052;232;14.284;;8.550.961;190.024;8.740.985;;;;;;;;;;;
9/7/17;14.092;257;14.349;;8.565.053;190.281;8.755.334;;;;;;;;;;;
9/8/17;13.481;325;13.806;;8.578.534;190.606;8.769.140;;;;;;;;;;;
9/9/17;9634;341;9975;;8.588.168;190.947;8.779.115;;;;;;;;;;;
9/10/17;8958;427;9385;;8.597.126;191.374;8.788.500;;;;;;;;;;;
9/11/17;12.666;213;12.879;;8.609.792;191.587;8.801.379;;;;;;;;;;;
9/12/17;13.674;166;13.840;;8.623.466;191.753;8.815.219;;;;;;;;;;;
9/13/17;14.269;224;14.493;;8.637.735;191.977;8.829.712;;;;;;;;;;;
9/14/17;14.288;196;14.484;;8.652.023;192.173;8.844.196;;;;;;;;;;;
9/15/17;13.109;200;13.309;;8.665.132;192.373;8.857.505;;;;;;;;;;;
9/16/17;9434;386;9820;;8.674.566;192.759;8.867.325;;;;;;;;;;;
9/17/17;9218;419;9637;;8.683.784;193.178;8.876.962;;;;;;;;;;;
9/18/17;12.353;156;12.509;;8.696.137;193.334;8.889.471;;;;;;;;;;;
9/19/17;13.438;153;13.591;;8.709.575;193.487;8.903.062;;;;;;;;;;;
9/20/17;14.130;198;14.328;;8.723.705;193.685;8.917.390;;;;;;;;;;;
9/21/17;14.023;170;14.193;;8.737.728;193.855;8.931.583;;;;;;;;;;;
9/22/17;13.325;305;13.630;;8.751.053;194.160;8.945.213;;;;;;;;;;;
9/23/17;10.329;495;10.824;;8.761.382;194.655;8.956.037;;;;;;;;;;;
9/24/17;9904;499;10.403;;8.771.286;195.154;8.966.440;;;;;;;;;;;
9/25/17;12.789;181;12.970;;8.784.075;195.335;8.979.410;;;;;;;;;;;
9/26/17;13.612;209;13.821;;8.797.687;195.544;8.993.231;;;;;;;;;;;
9/27/17;13.872;186;14.058;;8.811.559;195.730;9.007.289;;;;;;;;;;;
9/28/17;14.228;212;14.440;;8.825.787;195.942;9.021.729;;;;;;;;;;;
9/29/17;14.455;258;14.713;;8.840.242;196.200;9.036.442;;;;;;;;;;;
9/30/17;11.151;474;11.625;;8.851.393;196.674;9.048.067;;378.368;;;;;;;;;
10/1/17;10.292;590;10.882;;8.861.685;197.264;9.058.949;;;;;;;;;;;
10/2/17;13.104;204;13.308;;8.874.789;197.468;9.072.257;;;;;;;;;;;
10/3/17;14.254;241;14.495;;8.889.043;197.709;9.086.752;;;;;;;;;;;
10/4/17;14.474;156;14.630;;8.903.517;197.865;9.101.382;;;;;;;;;;;
10/5/17;15.044;263;15.307;;8.918.561;198.128;9.116.689;;;;;;;;;;;
10/6/17;14.563;239;14.802;;8.933.124;198.367;9.131.491;;;;;;;;;;;
10/7/17;11.344;416;11.760;;8.944.468;198.783;9.143.251;;;;;;;;;;;
10/8/17;10.601;497;11.098;;8.955.069;199.280;9.154.349;;;;;;;;;;;
10/9/17;13.186;251;13.437;;8.968.255;199.531;9.167.786;;;;;;;;;;;
10/10/17;13.659;140;13.799;;8.981.914;199.671;9.181.585;;;;;;;;;;;
10/11/17;14.067;158;14.225;;8.995.981;199.829;9.195.810;;;;;;;;;;;
10/12/17;10.099;396;10.495;;9.006.080;200.225;9.206.305;;;;;;;;;;;
10/13/17;11.312;365;11.677;;9.017.392;200.590;9.217.982;;;;;;;;;;;
10/14/17;9223;587;9810;;9.026.615;201.177;9.227.792;;;;;;;;;;;
10/15/17;9250;481;9731;;9.035.865;201.658;9.237.523;;;;;;;;;;;
10/16/17;12.837;208;13.045;;9.048.702;201.866;9.250.568;;;;;;;;;;;
10/17/17;11.316;142;11.458;;9.060.018;202.008;9.262.026;;;;;;;;;;;
10/18/17;6339;38;6377;;9.066.357;202.046;9.268.403;;;;;;;;;;;
10/19/17;12.290;139;12.429;;9.078.647;202.185;9.280.832;;;;;;;;;;;
10/20/17;13.326;149;13.475;;9.091.973;202.334;9.294.307;;;;;;;;;;;
10/21/17;10.759;363;11.122;;9.102.732;202.697;9.305.429;;;;;;;;;;;
10/22/17;10.423;459;10.882;;9.113.155;203.156;9.316.311;;;;;;;;;;;
10/23/17;12.131;221;12.352;;9.125.286;203.377;9.328.663;;;;;;;;;;;
10/24/17;13.290;149;13.439;;9.138.576;203.526;9.342.102;;;;;;;;;;;
10/25/17;13.835;136;13.971;;9.152.411;203.662;9.356.073;;;;;;;;;;;
10/26/17;14.274;186;14.460;;9.166.685;203.848;9.370.533;;;;;;;;;;;
10/27/17;14.110;269;14.379;;9.180.795;204.117;9.384.912;;;;;;;;;;;
10/28/17;10.861;563;11.424;;9.191.656;204.680;9.396.336;;;;;;;;;;;
10/29/17;8972;517;9489;;9.200.628;205.197;9.405.825;;;;;;;;;;;
10/30/17;12.391;269;12.660;;9.213.019;205.466;9.418.485;;;;;;;;;;;
10/31/17;13.423;233;13.656;;9.226.442;205.699;9.432.141;;384.074;;;;;;;;;
11/1/17;10.173;394;10.567;;9.236.615;206.093;9.442.708;;;;;;;;;;;
11/2/17;12.647;205;12.852;;9.249.262;206.298;9.455.560;;;;;;;;;;;
11/3/17;12.892;307;13.199;;9.262.154;206.605;9.468.759;;;;;;;;;;;
11/4/17;8413;362;8775;;9.270.567;206.967;9.477.534;;;;;;;;;;;
11/5/17;8461;395;8856;;9.279.028;207.362;9.486.390;;;;;;;;;;;
11/6/17;10.804;94;10.898;;9.289.832;207.456;9.497.288;;;;;;;;;;;
11/7/17;11.833;96;11.929;;9.301.665;207.552;9.509.217;;;;;;;;;;;
11/8/17;11.621;59;11.680;;9.313.286;207.611;9.520.897;;;;;;;;;;;
11/9/17;7292;138;7430;;9.320.578;207.749;9.528.327;;;;;;;;;;;
