DIA;Usos bicis abono anual ;Usos bicis abono ocasional ;Usos bicis total;;Usos abono anual acumulado;Usos abono ocasional acumulado;Usos total acumulado desde inicio;;Acumulado mes total;;;;;;;;;
6/23/14;17;79;96;;17;79;96;;;;;;;;;;;
6/24/14;24;48;72;;41;127;168;;;;;;;;;;;
6/25/14;105;14;119;;146;141;287;;;;;;;;;;;
6/26/14;120;15;135;;266;156;422;;;;;;;;;;;
6/27/14;131;18;149;;397;174;571;;;;;;;;;;;
6/28/14;101;18;119;;498;192;690;;;;;;;;;;;
6/29/14;107;33;140;;605;225;830;;;;;;;;;;;
6/30/14;121;16;137;;726;241;967;;726;;;;;;;;;
7/1/14;124;6;130;;850;247;1097;;;;;;;;;;;
7/2/14;128;2;130;;978;249;1227;;;;;;;;;;;
7/3/14;85;7;92;;1063;256;1319;;;;;;;;;;;
7/4/14;121;4;125;;1184;260;1444;;;;;;;;;;;
7/5/14;783;3;786;;1967;263;2230;;;;;;;;;;;
7/6/14;1230;5;1235;;3197;268;3465;;;;;;;;;;;
7/7/14;1324;3;1327;;4521;271;4792;;;;;;;;;;;
7/8/14;1774;6;1780;;6295;277;6572;;;;;;;;;;;
7/9/14;1874;8;1882;;8169;285;8454;;;;;;;;;;;
7/10/14;2266;7;2273;;10.435;292;10.727;;;;;;;;;;;
7/11/14;2212;2;2214;;12.647;294;12.941;;;;;;;;;;;
7/12/14;1949;4;1953;;14.596;298;14.894;;;;;;;;;;;
7/13/14;1792;2;1794;;16.388;300;16.688;;;;;;;;;;;
7/14/14;2311;3;2314;;18.699;303;19.002;;;;;;;;;;;
7/15/14;2537;2;2539;;21.236;305;21.541;;;;;;;;;;;
7/16/14;2673;7;2680;;23.909;312;24.221;;;;;;;;;;;
7/17/14;2651;8;2659;;26.560;320;26.880;;;;;;;;;;;
7/18/14;2547;5;2552;;29.107;325;29.432;;;;;;;;;;;
7/19/14;2359;2;2361;;31.466;327;31.793;;;;;;;;;;;
7/20/14;2371;2;2373;;33.837;329;34.166;;;;;;;;;;;
7/21/14;2676;3;2679;;36.513;332;36.845;;;;;;;;;;;
7/22/14;2935;4;2939;;39.448;336;39.784;;;;;;;;;;;
7/23/14;2927;5;2932;;42.375;341;42.716;;;;;;;;;;;
7/24/14;3204;9;3213;;45.579;350;45.929;;;;;;;;;;;
7/25/14;3084;2;3086;;48.663;352;49.015;;;;;;;;;;;
7/26/14;2467;0;2467;;51.130;352;51.482;;;;;;;;;;;
7/27/14;2321;0;2321;;53.451;352;53.803;;;;;;;;;;;
7/28/14;2894;4;2898;;56.345;356;56.701;;;;;;;;;;;
7/29/14;3168;3;3171;;59.513;359;59.872;;;;;;;;;;;
7/30/14;3236;5;3241;;62.749;364;63.113;;;;;;;;;;;
7/31/14;3365;5;3370;;66.114;369;66.483;;65.388;;;;;;;;;
8/1/14;3048;6;3054;;69.162;375;69.537;;;;;;;;;;;
8/2/14;2533;1;2534;;71.695;376;72.071;;;;;;;;;;;
8/3/14;2624;0;2624;;74.319;376;74.695;;;;;;;;;;;
8/4/14;2813;4;2817;;77.132;380;77.512;;;;;;;;;;;
8/5/14;2830;6;2836;;79.962;386;80.348;;;;;;;;;;;
8/6/14;3054;6;3060;;83.016;392;83.408;;;;;;;;;;;
8/7/14;2967;5;2972;;85.983;397;86.380;;;;;;;;;;;
8/8/14;2907;9;2916;;88.890;406;89.296;;;;;;;;;;;
8/9/14;2582;0;2582;;91.472;406;91.878;;;;;;;;;;;
8/10/14;2687;1;2688;;94.159;407;94.566;;;;;;;;;;;
8/11/14;2900;2;2902;;97.059;409;97.468;;;;;;;;;;;
8/12/14;3008;3;3011;;100.067;412;100.479;;;;;;;;;;;
8/13/14;3102;9;3111;;103.169;421;103.590;;;;;;;;;;;
8/14/14;2791;3;2794;;105.960;424;106.384;;;;;;;;;;;
8/15/14;2392;0;2392;;108.352;424;108.776;;;;;;;;;;;
8/16/14;2254;0;2254;;110.606;424;111.030;;;;;;;;;;;
8/17/14;2444;3;2447;;113.050;427;113.477;;;;;;;;;;;
8/18/14;2945;5;2950;;115.995;432;116.427;;;;;;;;;;;
8/19/14;3155;5;3160;;119.150;437;119.587;;;;;;;;;;;
8/20/14;3358;0;3358;;122.508;437;122.945;;;;;;;;;;;
8/21/14;3678;4;3682;;126.186;441;126.627;;;;;;;;;;;
8/22/14;3419;0;3419;;129.605;441;130.046;;;;;;;;;;;
8/23/14;3158;0;3158;;132.763;441;133.204;;;;;;;;;;;
8/24/14;3421;1;3422;;136.184;442;136.626;;;;;;;;;;;
8/25/14;3556;3;3559;;139.740;445;140.185;;;;;;;;;;;
8/26/14;3992;1;3993;;143.732;446;144.178;;;;;;;;;;;
8/27/14;4008;2;4010;;147.740;448;148.188;;;;;;;;;;;
8/28/14;4125;6;4131;;151.865;454;152.319;;;;;;;;;;;
8/29/14;4255;5;4260;;156.120;459;156.579;;;;;;;;;;;
8/30/14;4002;1;4003;;160.122;460;160.582;;;;;;;;;;;
8/31/14;4323;0;4323;;164.445;460;164.905;;98.331;;;;;;;;;
9/1/14;4292;7;4299;;168.737;467;169.204;;;;;;;;;;;
9/2/14;4608;8;4616;;173.345;475;173.820;;;;;;;;;;;
9/3/14;5163;8;5171;;178.508;483;178.991;;;;;;;;;;;
9/4/14;5334;5;5339;;183.842;488;184.330;;;;;;;;;;;
9/5/14;4957;1;4958;;188.799;489;189.288;;;;;;;;;;;
9/6/14;4791;1;4792;;193.590;490;194.080;;;;;;;;;;;
9/7/14;4724;1;4725;;198.314;491;198.805;;;;;;;;;;;
9/8/14;4917;3;4920;;203.231;494;203.725;;;;;;;;;;;
9/9/14;5209;6;5215;;208.440;500;208.940;;;;;;;;;;;
9/10/14;5297;0;5297;;213.737;500;214.237;;;;;;;;;;;
9/11/14;5246;7;5253;;218.983;507;219.490;;;;;;;;;;;
9/12/14;5339;1;5340;;224.322;508;224.830;;;;;;;;;;;
9/13/14;4827;0;4827;;229.149;508;229.657;;;;;;;;;;;
9/14/14;4978;1;4979;;234.127;509;234.636;;;;;;;;;;;
9/15/14;5022;7;5029;;239.149;516;239.665;;;;;;;;;;;
9/16/14;5021;2;5023;;244.170;518;244.688;;;;;;;;;;;
9/17/14;4739;1;4740;;248.909;519;249.428;;;;;;;;;;;
9/18/14;4319;1;4320;;253.228;520;253.748;;;;;;;;;;;
9/19/14;4858;1;4859;;258.086;521;258.607;;;;;;;;;;;
9/20/14;5028;2;5030;;263.114;523;263.637;;;;;;;;;;;
9/21/14;4955;0;4955;;268.069;523;268.592;;;;;;;;;;;
9/22/14;4750;5;4755;;272.819;528;273.347;;;;;;;;;;;
9/23/14;5403;2;5405;;278.222;530;278.752;;;;;;;;;;;
9/24/14;4867;1;4868;;283.089;531;283.620;;;;;;;;;;;
9/25/14;5904;2;5906;;288.993;533;289.526;;;;;;;;;;;
9/26/14;5595;3;5598;;294.588;536;295.124;;;;;;;;;;;
9/27/14;5083;0;5083;;299.671;536;300.207;;;;;;;;;;;
9/28/14;4008;1;4009;;303.679;537;304.216;;;;;;;;;;;
9/29/14;4976;6;4982;;308.655;543;309.198;;;;;;;;;;;
9/30/14;5616;4;5620;;314.271;547;314.818;;149.826;;;;;;;;;
10/1/14;5894;5;5899;;320.165;552;320.717;;;;;;;;;;;
10/2/14;6050;0;6050;;326.215;552;326.767;;;;;;;;;;;
10/3/14;6325;8;6333;;332.540;560;333.100;;;;;;;;;;;
10/4/14;6017;0;6017;;338.557;560;339.117;;;;;;;;;;;
10/5/14;5720;0;5720;;344.277;560;344.837;;;;;;;;;;;
10/6/14;5427;4;5431;;349.704;564;350.268;;;;;;;;;;;
10/7/14;5751;2;5753;;355.455;566;356.021;;;;;;;;;;;
10/8/14;6037;10;6047;;361.492;576;362.068;;;;;;;;;;;
10/9/14;3697;3;3700;;365.189;579;365.768;;;;;;;;;;;
10/10/14;4669;6;4675;;369.858;585;370.443;;;;;;;;;;;
10/11/14;4292;0;4292;;374.150;585;374.735;;;;;;;;;;;
10/12/14;4625;3;4628;;378.775;588;379.363;;;;;;;;;;;
10/13/14;4443;3;4446;;383.218;591;383.809;;;;;;;;;;;
10/14/14;4009;0;4009;;387.227;591;387.818;;;;;;;;;;;
10/15/14;5513;3;5516;;392.740;594;393.334;;;;;;;;;;;
10/16/14;5946;2;5948;;398.686;596;399.282;;;;;;;;;;;
10/17/14;6839;1;6840;;405.525;597;406.122;;;;;;;;;;;
10/18/14;6265;1;6266;;411.790;598;412.388;;;;;;;;;;;
10/19/14;5941;1;5942;;417.731;599;418.330;;;;;;;;;;;
10/20/14;5732;4;5736;;423.463;603;424.066;;;;;;;;;;;
10/21/14;6145;0;6145;;429.608;603;430.211;;;;;;;;;;;
10/22/14;6309;0;6309;;435.917;603;436.520;;;;;;;;;;;
10/23/14;6321;1;6322;;442.238;604;442.842;;;;;;;;;;;
10/24/14;6575;4;6579;;448.813;608;449.421;;;;;;;;;;;
10/25/14;6209;1;6210;;455.022;609;455.631;;;;;;;;;;;
10/26/14;6004;1;6005;;461.026;610;461.636;;;;;;;;;;;
10/27/14;5635;2;5637;;466.661;612;467.273;;;;;;;;;;;
10/28/14;5873;4;5877;;472.534;616;473.150;;;;;;;;;;;
10/29/14;5967;0;5967;;478.501;616;479.117;;;;;;;;;;;
10/30/14;6099;0;6099;;484.600;616;485.216;;;;;;;;;;;
10/31/14;6021;2;6023;;490.621;618;491.239;;176.350;;;;;;;;;
11/1/14;5219;0;5219;;495.840;618;496.458;;;;;;;;;;;
11/2/14;4170;0;4170;;500.010;618;500.628;;;;;;;;;;;
11/3/14;3509;3;3512;;503.519;621;504.140;;;;;;;;;;;
11/4/14;4361;2;4363;;507.880;623;508.503;;;;;;;;;;;
11/5/14;4998;2;5000;;512.878;625;513.503;;;;;;;;;;;
11/6/14;5057;1;5058;;517.935;626;518.561;;;;;;;;;;;
11/7/14;4471;2;4473;;522.406;628;523.034;;;;;;;;;;;
11/8/14;3629;1;3630;;526.035;629;526.664;;;;;;;;;;;
11/9/14;3453;1;3454;;529.488;630;530.118;;;;;;;;;;;
11/10/14;3156;0;3156;;532.644;630;533.274;;;;;;;;;;;
11/11/14;2578;4;2582;;535.222;634;535.856;;;;;;;;;;;
11/12/14;4628;8;4636;;539.850;642;540.492;;;;;;;;;;;
11/13/14;4003;3;4006;;543.853;645;544.498;;;;;;;;;;;
11/14/14;3485;0;3485;;547.338;645;547.983;;;;;;;;;;;
11/15/14;3737;0;3737;;551.075;645;551.720;;;;;;;;;;;
11/16/14;3786;0;3786;;554.861;645;555.506;;;;;;;;;;;
11/17/14;3971;5;3976;;558.832;650;559.482;;;;;;;;;;;
11/18/14;4086;1;4087;;562.918;651;563.569;;;;;;;;;;;
11/19/14;4578;2;4580;;567.496;653;568.149;;;;;;;;;;;
11/20/14;4878;2;4880;;572.374;655;573.029;;;;;;;;;;;
11/21/14;5042;2;5044;;577.416;657;578.073;;;;;;;;;;;
11/22/14;4567;4;4571;;581.983;661;582.644;;;;;;;;;;;
11/23/14;3629;2;3631;;585.612;663;586.275;;;;;;;;;;;
11/24/14;4131;4;4135;;589.743;667;590.410;;;;;;;;;;;
11/25/14;3753;0;3753;;593.496;667;594.163;;;;;;;;;;;
11/26/14;4476;5;4481;;597.972;672;598.644;;;;;;;;;;;
11/27/14;3261;0;3261;;601.233;672;601.905;;;;;;;;;;;
11/28/14;2133;0;2133;;603.366;672;604.038;;;;;;;;;;;
11/29/14;3137;30;3167;;606.503;702;607.205;;;;;;;;;;;
11/30/14;3703;57;3760;;610.206;759;610.965;;119.726;;;;;;;;;
12/1/14;4225;11;4236;;614.431;770;615.201;;;;;;;;;;;
12/2/14;4573;7;4580;;619.004;777;619.781;;;;;;;;;;;
12/3/14;4350;4;4354;;623.354;781;624.135;;;;;;;;;;;
12/4/14;4546;9;4555;;627.900;790;628.690;;;;;;;;;;;
12/5/14;4533;21;4554;;632.433;811;633.244;;;;;;;;;;;
12/6/14;3114;45;3159;;635.547;856;636.403;;;;;;;;;;;
12/7/14;2986;85;3071;;638.533;941;639.474;;;;;;;;;;;
12/8/14;3045;59;3104;;641.578;1000;642.578;;;;;;;;;;;
12/9/14;3673;25;3698;;645.251;1025;646.276;;;;;;;;;;;
12/10/14;4189;14;4203;;649.440;1039;650.479;;;;;;;;;;;
12/11/14;4490;32;4522;;653.930;1071;655.001;;;;;;;;;;;
12/12/14;4761;35;4796;;658.691;1106;659.797;;;;;;;;;;;
12/13/14;2676;23;2699;;661.367;1129;662.496;;;;;;;;;;;
12/14/14;1740;2;1742;;663.107;1131;664.238;;;;;;;;;;;
12/15/14;3960;19;3979;;667.067;1150;668.217;;;;;;;;;;;
12/16/14;4378;31;4409;;671.445;1181;672.626;;;;;;;;;;;
12/17/14;4547;27;4574;;675.992;1208;677.200;;;;;;;;;;;
12/18/14;4828;25;4853;;680.820;1233;682.053;;;;;;;;;;;
12/19/14;5126;47;5173;;685.946;1280;687.226;;;;;;;;;;;
12/20/14;4454;99;4553;;690.400;1379;691.779;;;;;;;;;;;
12/21/14;4027;174;4201;;694.427;1553;695.980;;;;;;;;;;;
12/22/14;3962;76;4038;;698.389;1629;700.018;;;;;;;;;;;
12/23/14;3960;65;4025;;702.349;1694;704.043;;;;;;;;;;;
12/24/14;2765;62;2827;;705.114;1756;706.870;;;;;;;;;;;
12/25/14;2073;145;2218;;707.187;1901;709.088;;;;;;;;;;;
12/26/14;3171;138;3309;;710.358;2039;712.397;;;;;;;;;;;
12/27/14;3079;157;3236;;713.437;2196;715.633;;;;;;;;;;;
12/28/14;2471;107;2578;;715.908;2303;718.211;;;;;;;;;;;
12/29/14;3060;87;3147;;718.968;2390;721.358;;;;;;;;;;;
12/30/14;3262;94;3356;;722.230;2484;724.714;;;;;;;;;;;
12/31/14;2609;133;2742;;724.839;2617;727.456;;116.491;;;;;;;;;
1/1/15;2018;149;2167;;726.857;2766;729.623;;;;;;;;;;;
1/2/15;2880;153;3033;;729.737;2919;732.656;;;;;;;;;;;
1/3/15;3187;170;3357;;732.924;3089;736.013;;;;;;;;;;;
1/4/15;3296;154;3450;;736.220;3243;739.463;;;;;;;;;;;
1/5/15;4039;117;4156;;740.259;3360;743.619;;;;;;;;;;;
1/6/15;2651;115;2766;;742.910;3475;746.385;;;;;;;;;;;
1/7/15;3821;58;3879;;746.731;3533;750.264;;;;;;;;;;;
1/8/15;4333;60;4393;;751.064;3593;754.657;;;;;;;;;;;
1/9/15;4832;86;4918;;755.896;3679;759.575;;;;;;;;;;;
1/10/15;4494;94;4588;;760.390;3773;764.163;;;;;;;;;;;
1/11/15;4209;141;4350;;764.599;3914;768.513;;;;;;;;;;;
1/12/15;4241;44;4285;;768.840;3958;772.798;;;;;;;;;;;
1/13/15;4365;34;4399;;773.205;3992;777.197;;;;;;;;;;;
1/14/15;4319;23;4342;;777.524;4015;781.539;;;;;;;;;;;
1/15/15;3637;26;3663;;781.161;4041;785.202;;;;;;;;;;;
1/16/15;4236;18;4254;;785.397;4059;789.456;;;;;;;;;;;
1/17/15;3930;111;4041;;789.327;4170;793.497;;;;;;;;;;;
1/18/15;2323;49;2372;;791.650;4219;795.869;;;;;;;;;;;
1/19/15;3309;22;3331;;794.959;4241;799.200;;;;;;;;;;;
1/20/15;3698;12;3710;;798.657;4253;802.910;;;;;;;;;;;
1/21/15;3473;27;3500;;802.130;4280;806.410;;;;;;;;;;;
1/22/15;4202;20;4222;;806.332;4300;810.632;;;;;;;;;;;
1/23/15;4601;26;4627;;810.933;4326;815.259;;;;;;;;;;;
1/24/15;4473;107;4580;;815.406;4433;819.839;;;;;;;;;;;
1/25/15;4085;150;4235;;819.491;4583;824.074;;;;;;;;;;;
1/26/15;4172;59;4231;;823.663;4642;828.305;;;;;;;;;;;
1/27/15;4451;28;4479;;828.114;4670;832.784;;;;;;;;;;;
1/28/15;4911;38;4949;;833.025;4708;837.733;;;;;;;;;;;
1/29/15;4745;21;4766;;837.770;4729;842.499;;;;;;;;;;;
1/30/15;3938;33;3971;;841.708;4762;846.470;;;;;;;;;;;
1/31/15;3831;60;3891;;845.539;4822;850.361;;122.905;;;;;;;;;
2/1/15;3487;125;3612;;849.026;4947;853.973;;;;;;;;;;;
2/2/15;2786;14;2800;;851.812;4961;856.773;;;;;;;;;;;
2/3/15;3182;51;3233;;854.994;5012;860.006;;;;;;;;;;;
2/4/15;3805;25;3830;;858.799;5037;863.836;;;;;;;;;;;
2/5/15;3943;16;3959;;862.742;5053;867.795;;;;;;;;;;;
2/6/15;4249;27;4276;;866.991;5080;872.071;;;;;;;;;;;
2/7/15;3452;45;3497;;870.443;5125;875.568;;;;;;;;;;;
2/8/15;3660;98;3758;;874.103;5223;879.326;;;;;;;;;;;
2/9/15;4023;30;4053;;878.126;5253;883.379;;;;;;;;;;;
2/10/15;4402;11;4413;;882.528;5264;887.792;;;;;;;;;;;
2/11/15;4411;25;4436;;886.939;5289;892.228;;;;;;;;;;;
2/12/15;4946;39;4985;;891.885;5328;897.213;;;;;;;;;;;
2/13/15;5015;67;5082;;896.900;5395;902.295;;;;;;;;;;;
2/14/15;4139;153;4292;;901.039;5548;906.587;;;;;;;;;;;
2/15/15;3800;189;3989;;904.839;5737;910.576;;;;;;;;;;;
2/16/15;4502;98;4600;;909.341;5835;915.176;;;;;;;;;;;
2/17/15;4564;67;4631;;913.905;5902;919.807;;;;;;;;;;;
2/18/15;4770;42;4812;;918.675;5944;924.619;;;;;;;;;;;
2/19/15;5034;44;5078;;923.709;5988;929.697;;;;;;;;;;;
2/20/15;4988;64;5052;;928.697;6052;934.749;;;;;;;;;;;
2/21/15;4259;176;4435;;932.956;6228;939.184;;;;;;;;;;;
2/22/15;4537;233;4770;;937.493;6461;943.954;;;;;;;;;;;
2/23/15;4514;77;4591;;942.007;6538;948.545;;;;;;;;;;;
2/24/15;4608;31;4639;;946.615;6569;953.184;;;;;;;;;;;
2/25/15;5067;47;5114;;951.682;6616;958.298;;;;;;;;;;;
2/26/15;5446;65;5511;;957.128;6681;963.809;;;;;;;;;;;
2/27/15;5908;115;6023;;963.036;6796;969.832;;;;;;;;;;;
2/28/15;5491;273;5764;;968.527;7069;975.596;;125.235;;;;;;;;;
3/1/15;5548;305;5853;;974.075;7374;981.449;;;;;;;;;;;
3/2/15;5017;92;5109;;979.092;7466;986.558;;;;;;;;;;;
3/3/15;5289;70;5359;;984.381;7536;991.917;;;;;;;;;;;
3/4/15;5353;51;5404;;989.734;7587;997.321;;;;;;;;;;;
3/5/15;5513;27;5540;;995.247;7614;1.002.861;;;;;;;;;;;
3/6/15;6177;71;6248;;1.001.424;7685;1.009.109;;;;;;;;;;;
3/7/15;6461;326;6787;;1.007.885;8011;1.015.896;;;;;;;;;;;
3/8/15;6235;482;6717;;1.014.120;8493;1.022.613;;;;;;;;;;;
3/9/15;5635;85;5720;;1.019.755;8578;1.028.333;;;;;;;;;;;
3/10/15;6264;111;6375;;1.026.019;8689;1.034.708;;;;;;;;;;;
3/11/15;6516;111;6627;;1.032.535;8800;1.041.335;;;;;;;;;;;
3/12/15;6570;123;6693;;1.039.105;8923;1.048.028;;;;;;;;;;;
3/13/15;6749;139;6888;;1.045.854;9062;1.054.916;;;;;;;;;;;
3/14/15;5793;267;6060;;1.051.647;9329;1.060.976;;;;;;;;;;;
3/15/15;4521;173;4694;;1.056.168;9502;1.065.670;;;;;;;;;;;
3/16/15;5037;46;5083;;1.061.205;9548;1.070.753;;;;;;;;;;;
3/17/15;5413;65;5478;;1.066.618;9613;1.076.231;;;;;;;;;;;
3/18/15;3305;20;3325;;1.069.923;9633;1.079.556;;;;;;;;;;;
3/19/15;3953;59;4012;;1.073.876;9692;1.083.568;;;;;;;;;;;
3/20/15;3911;58;3969;;1.077.787;9750;1.087.537;;;;;;;;;;;
3/21/15;3128;84;3212;;1.080.915;9834;1.090.749;;;;;;;;;;;
3/22/15;3619;118;3737;;1.084.534;9952;1.094.486;;;;;;;;;;;
3/23/15;1853;16;1869;;1.086.387;9968;1.096.355;;;;;;;;;;;
3/24/15;5191;33;5224;;1.091.578;10.001;1.101.579;;;;;;;;;;;
3/25/15;5312;51;5363;;1.096.890;10.052;1.106.942;;;;;;;;;;;
3/26/15;6068;96;6164;;1.102.958;10.148;1.113.106;;;;;;;;;;;
3/27/15;7219;208;7427;;1.110.177;10.356;1.120.533;;;;;;;;;;;
3/28/15;6947;563;7510;;1.117.124;10.919;1.128.043;;;;;;;;;;;
3/29/15;6352;472;6824;;1.123.476;11.391;1.134.867;;;;;;;;;;;
3/30/15;6078;234;6312;;1.129.554;11.625;1.141.179;;;;;;;;;;;
3/31/15;6252;199;6451;;1.135.806;11.824;1.147.630;;172.034;;;;;;;;;
4/1/15;5620;222;5842;;1.141.426;12.046;1.153.472;;;;;;;;;;;
4/2/15;4263;445;4708;;1.145.689;12.491;1.158.180;;;;;;;;;;;
4/3/15;4098;620;4718;;1.149.787;13.111;1.162.898;;;;;;;;;;;
4/4/15;4535;624;5159;;1.154.322;13.735;1.168.057;;;;;;;;;;;
4/5/15;5365;696;6061;;1.159.687;14.431;1.174.118;;;;;;;;;;;
4/6/15;6218;316;6534;;1.165.905;14.747;1.180.652;;;;;;;;;;;
4/7/15;6651;144;6795;;1.172.556;14.891;1.187.447;;;;;;;;;;;
4/8/15;6225;130;6355;;1.178.781;15.021;1.193.802;;;;;;;;;;;
4/9/15;4384;39;4423;;1.183.165;15.060;1.198.225;;;;;;;;;;;
4/10/15;7065;105;7170;;1.190.230;15.165;1.205.395;;;;;;;;;;;
4/11/15;7365;313;7678;;1.197.595;15.478;1.213.073;;;;;;;;;;;
4/12/15;7046;395;7441;;1.204.641;15.873;1.220.514;;;;;;;;;;;
4/13/15;6609;131;6740;;1.211.250;16.004;1.227.254;;;;;;;;;;;
4/14/15;7442;124;7566;;1.218.692;16.128;1.234.820;;;;;;;;;;;
4/15/15;6341;60;6401;;1.225.033;16.188;1.241.221;;;;;;;;;;;
4/16/15;6885;59;6944;;1.231.918;16.247;1.248.165;;;;;;;;;;;
4/17/15;8056;129;8185;;1.239.974;16.376;1.256.350;;;;;;;;;;;
4/18/15;7429;333;7762;;1.247.403;16.709;1.264.112;;;;;;;;;;;
4/19/15;6794;542;7336;;1.254.197;17.251;1.271.448;;;;;;;;;;;
4/20/15;6822;177;6999;;1.261.019;17.428;1.278.447;;;;;;;;;;;
4/21/15;7298;132;7430;;1.268.317;17.560;1.285.877;;;;;;;;;;;
4/22/15;7899;138;8037;;1.276.216;17.698;1.293.914;;;;;;;;;;;
4/23/15;8572;159;8731;;1.284.788;17.857;1.302.645;;;;;;;;;;;
4/24/15;8637;244;8881;;1.293.425;18.101;1.311.526;;;;;;;;;;;
4/25/15;7266;448;7714;;1.300.691;18.549;1.319.240;;;;;;;;;;;
4/26/15;3364;104;3468;;1.304.055;18.653;1.322.708;;;;;;;;;;;
4/27/15;6192;78;6270;;1.310.247;18.731;1.328.978;;;;;;;;;;;
4/28/15;7553;103;7656;;1.317.800;18.834;1.336.634;;;;;;;;;;;
4/29/15;8312;130;8442;;1.326.112;18.964;1.345.076;;;;;;;;;;;
4/30/15;8369;178;8547;;1.334.481;19.142;1.353.623;;205.993;;;;;;;;;
5/1/15;6917;587;7504;;1.341.398;19.729;1.361.127;;;;;;;;;;;
5/2/15;6746;732;7478;;1.348.144;20.461;1.368.605;;;;;;;;;;;
5/3/15;6137;529;6666;;1.354.281;20.990;1.375.271;;;;;;;;;;;
5/4/15;7055;187;7242;;1.361.336;21.177;1.382.513;;;;;;;;;;;
5/5/15;7811;112;7923;;1.369.147;21.289;1.390.436;;;;;;;;;;;
5/6/15;8405;149;8554;;1.377.552;21.438;1.398.990;;;;;;;;;;;
5/7/15;8910;130;9040;;1.386.462;21.568;1.408.030;;;;;;;;;;;
5/8/15;9495;230;9725;;1.395.957;21.798;1.417.755;;;;;;;;;;;
5/9/15;9138;558;9696;;1.405.095;22.356;1.427.451;;;;;;;;;;;
5/10/15;8998;652;9650;;1.414.093;23.008;1.437.101;;;;;;;;;;;
5/11/15;8151;169;8320;;1.422.244;23.177;1.445.421;;;;;;;;;;;
5/12/15;8899;144;9043;;1.431.143;23.321;1.454.464;;;;;;;;;;;
5/13/15;9145;138;9283;;1.440.288;23.459;1.463.747;;;;;;;;;;;
5/14/15;9372;213;9585;;1.449.660;23.672;1.473.332;;;;;;;;;;;
5/15/15;7711;483;8194;;1.457.371;24.155;1.481.526;;;;;;;;;;;
5/16/15;7979;633;8612;;1.465.350;24.788;1.490.138;;;;;;;;;;;
5/17/15;7696;644;8340;;1.473.046;25.432;1.498.478;;;;;;;;;;;
5/18/15;8541;240;8781;;1.481.587;25.672;1.507.259;;;;;;;;;;;
5/19/15;8514;153;8667;;1.490.101;25.825;1.515.926;;;;;;;;;;;
5/20/15;8772;128;8900;;1.498.873;25.953;1.524.826;;;;;;;;;;;
5/21/15;8820;215;9035;;1.507.693;26.168;1.533.861;;;;;;;;;;;
5/22/15;8934;179;9113;;1.516.627;26.347;1.542.974;;;;;;;;;;;
5/23/15;8489;468;8957;;1.525.116;26.815;1.551.931;;;;;;;;;;;
5/24/15;8739;530;9269;;1.533.855;27.345;1.561.200;;;;;;;;;;;
5/25/15;8409;295;8704;;1.542.264;27.640;1.569.904;;;;;;;;;;;
5/26/15;9193;180;9373;;1.551.457;27.820;1.579.277;;;;;;;;;;;
5/27/15;9484;200;9684;;1.560.941;28.020;1.588.961;;;;;;;;;;;
5/28/15;9765;191;9956;;1.570.706;28.211;1.598.917;;;;;;;;;;;
5/29/15;9860;201;10.061;;1.580.566;28.412;1.608.978;;;;;;;;;;;
5/30/15;8923;445;9368;;1.589.489;28.857;1.618.346;;;;;;;;;;;
5/31/15;9047;424;9471;;1.598.536;29.281;1.627.817;;274.194;;;;;;;;;
6/1/15;8862;213;9075;;1.607.398;29.494;1.636.892;;;;;;;;;;;
6/2/15;9786;170;9956;;1.617.184;29.664;1.646.848;;;;;;;;;;;
6/3/15;10.329;154;10.483;;1.627.513;29.818;1.657.331;;;;;;;;;;;
6/4/15;9410;360;9770;;1.636.923;30.178;1.667.101;;;;;;;;;;;
6/5/15;9287;201;9488;;1.646.210;30.379;1.676.589;;;;;;;;;;;
6/6/15;8501;446;8947;;1.654.711;30.825;1.685.536;;;;;;;;;;;
6/7/15;8580;484;9064;;1.663.291;31.309;1.694.600;;;;;;;;;;;
6/8/15;9342;258;9600;;1.672.633;31.567;1.704.200;;;;;;;;;;;
6/9/15;9573;157;9730;;1.682.206;31.724;1.713.930;;;;;;;;;;;
6/10/15;8880;82;8962;;1.691.086;31.806;1.722.892;;;;;;;;;;;
6/11/15;8759;149;8908;;1.699.845;31.955;1.731.800;;;;;;;;;;;
6/12/15;10.641;175;10.816;;1.710.486;32.130;1.742.616;;;;;;;;;;;
6/13/15;9953;355;10.308;;1.720.439;32.485;1.752.924;;;;;;;;;;;
6/14/15;8514;388;8902;;1.728.953;32.873;1.761.826;;;;;;;;;;;
6/15/15;7744;111;7855;;1.736.697;32.984;1.769.681;;;;;;;;;;;
6/16/15;10.044;179;10.223;;1.746.741;33.163;1.779.904;;;;;;;;;;;
6/17/15;10.602;120;10.722;;1.757.343;33.283;1.790.626;;;;;;;;;;;
6/18/15;11.349;163;11.512;;1.768.692;33.446;1.802.138;;;;;;;;;;;
6/19/15;11.744;239;11.983;;1.780.436;33.685;1.814.121;;;;;;;;;;;
6/20/15;10.192;499;10.691;;1.790.628;34.184;1.824.812;;;;;;;;;;;
6/21/15;9353;403;9756;;1.799.981;34.587;1.834.568;;;;;;;;;;;
6/22/15;9903;183;10.086;;1.809.884;34.770;1.844.654;;;;;;;;;;;
6/23/15;9334;148;9482;;1.819.218;34.918;1.854.136;;;;;;;;;;;
